Accession,Species,Geo_Location,Collection_Date
MT511690,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-10
MT511691,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-10
MT511692,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-11
MT511693,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-11
MT511694,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-11
MT511695,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-11
MT511696,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-11
MT511697,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-11
MT511698,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-11
MT511699,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-11
MT511700,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-11
MT511701,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-12
MT512415,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-09
MT512416,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-10
MT512417,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-05
MT512418,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-09
MT512419,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-09
MT512420,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-21
MT512421,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-23
MT512422,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-23
MT512423,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-23
MT512424,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-03
MT512425,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-07
MT512426,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-08
MT512427,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-07
MT512428,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-08
MT512429,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-09
MT512430,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-07
MT512431,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-09
MT512433,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-10
MT512434,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-10
MT512435,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-10
MT512436,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-10
MT512437,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-09
MT512438,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-09
MT512439,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-09
MT512440,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-10
MT512441,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-10
MT512442,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-10
MT512443,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-11
MT512444,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-03
MT512445,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-10
MT512446,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-13
MT512447,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-17
MT512644,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-28
MT512645,Severe acute respiratory syndrome-related coronavirus,USA,2020-05-05
MT509958,Severe acute respiratory syndrome-related coronavirus,Bangladesh,2020-05-11
MT509959,Severe acute respiratory syndrome-related coronavirus,India: Jamnagar,2020-05-04
MT509649,Severe acute respiratory syndrome-related coronavirus,India: Vadodara,2020-05-02
MT509650,Severe acute respiratory syndrome-related coronavirus,India: Vadodara,2020-05-02
MT509651,Severe acute respiratory syndrome-related coronavirus,India: Vadodara,2020-05-03
MT509656,Severe acute respiratory syndrome-related coronavirus,India: Vadodara,2020-05-03
MT509657,Severe acute respiratory syndrome-related coronavirus,India: Dahod,2020-05-03
MT509658,Severe acute respiratory syndrome-related coronavirus,India: Dahod,2020-05-03
MT509659,Severe acute respiratory syndrome-related coronavirus,India: Vadodara,2020-05-03
MT509669,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-11
MT509670,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-15
MT509671,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-14
MT509672,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-15
MT509673,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-14
MT509674,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-15
MT509675,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-18
MT509676,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-18
MT509677,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-19
MT509678,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-19
MT509679,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-19
MT509680,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-19
MT509681,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-20
MT509682,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-24
MT509683,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-24
MT509684,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-23
MT509685,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-25
MT509686,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-25
MT509687,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-27
MT509688,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-26
MT509689,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-28
MT509690,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-30
MT509691,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-29
MT509692,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-30
MT509693,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-30
MT509694,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-29
MT509695,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-29
MT509696,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-30
MT509697,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-30
MT509698,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-30
MT509699,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-30
MT509700,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-30
MT509701,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-30
MT509702,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-30
MT509703,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-30
MT509704,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-30
MT509452,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-21
MT509453,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-14
MT509454,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-13
MT509455,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-20
MT509456,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-20
MT509457,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-19
MT509458,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-24
MT509459,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-14
MT509460,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-19
MT509461,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-22
MT509462,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-24
MT509463,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-07
MT509464,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-14
MT509465,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-15
MT509466,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-17
MT509467,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-22
MT509468,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-21
MT509469,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-14
MT509470,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-21
MT509471,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-17
MT509472,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-11
MT509473,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-20
MT509474,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-08
MT509475,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-11
MT509476,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-17
MT509477,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-20
MT509478,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-08
MT509479,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-24
MT509480,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-26
MT509481,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-30
MT509482,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-31
MT509483,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-27
MT509484,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-26
MT509485,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-14
MT509486,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-18
MT509487,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-17
MT509488,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-16
MT509489,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-17
MT509490,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-14
MT509491,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-26
MT509492,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-17
MT509493,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-23
MT509494,Severe acute respiratory syndrome-related coronavirus,India: Vadodara,2020-05-03
MT509495,Severe acute respiratory syndrome-related coronavirus,India: Kodinar,2020-05-10
MT509496,Severe acute respiratory syndrome-related coronavirus,India: Botad,2020-05-09
MT509497,Severe acute respiratory syndrome-related coronavirus,India: Una,2020-05-11
MT509498,Severe acute respiratory syndrome-related coronavirus,India: Jamnagar,2020-05-09
MT509499,Severe acute respiratory syndrome-related coronavirus,India: Jamnagar,2020-05-07
MT509500,Severe acute respiratory syndrome-related coronavirus,India: Dahod,2020-05-03
MT509501,Severe acute respiratory syndrome-related coronavirus,India: Jamnagar,2020-05-06
MT509502,Severe acute respiratory syndrome-related coronavirus,India: Jamnagar,2020-05-10
MT509503,Severe acute respiratory syndrome-related coronavirus,India: Junagadh,2020-05-09
MT509504,Severe acute respiratory syndrome-related coronavirus,India: Rajkot,2020-05-06
MT509505,Severe acute respiratory syndrome-related coronavirus,India: Ahmedabad,2020-04-11
MT509506,Severe acute respiratory syndrome-related coronavirus,India: Rajkot,2020-04-27
MT509507,Severe acute respiratory syndrome-related coronavirus,India: Una,2020-05-10
MT509508,Severe acute respiratory syndrome-related coronavirus,India: Jamnagar,2020-05-05
MT509509,Severe acute respiratory syndrome-related coronavirus,India: Ahmedabad,2020-04-11
MT509510,Severe acute respiratory syndrome-related coronavirus,India: Una,2020-05-10
MT509511,Severe acute respiratory syndrome-related coronavirus,India: Rajkot,2020-04-28
MT509512,Severe acute respiratory syndrome-related coronavirus,India: Dahod,2020-05-01
MT506199,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-10
MT506200,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-13
MT506201,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-14
MT506202,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-13
MT506203,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-14
MT506204,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-14
MT506205,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-14
MT506206,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-14
MT506207,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-15
MT506208,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-13
MT506209,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-15
MT506210,Severe acute respiratory syndrome-related coronavirus,USA: Ohio,2020-03-13
MT506211,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-16
MT506212,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-17
MT506213,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-17
MT506214,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-23
MT506215,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-24
MT506216,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-15
MT506217,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-25
MT506218,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-24
MT506219,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-23
MT506220,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-24
MT506221,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-25
MT506222,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-24
MT506223,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-25
MT506224,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-24
MT506225,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-24
MT506226,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-25
MT506227,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-26
MT506228,Severe acute respiratory syndrome-related coronavirus,USA: Michigan,2020-03-27
